state_label	2^1Delta
state_idx	28
ground_energy_hartree	-37.824878256314
excited_energy_hartree	-37.288653083312
energy_difference_hartree	0.536225173002
energy_difference_eV	14.59143030
reference_ground_energy_hartree	-37.867464458898
ground_state_error_hartree	0.042586202584
ground_state_error_eV	1.15882961
reference_excited_energy_hartree	-37.303528426956
excited_state_error_hartree	0.014875343644
excited_state_error_eV	0.40477872
