Spin-orbital antisymmetrized integrals <ij||kl> (MO basis)
Spin-orbital indices below are active-space local (0-based, contiguous).

0^ 1^ 0 1	|	-0.6747559268144484
0^ 1^ 1 0	|	0.6747559268144484
0^ 1^ 2 3	|	-0.18121046201519694
0^ 1^ 3 2	|	0.18121046201519694
0^ 2^ 0 2	|	-0.48250093933561666
0^ 2^ 2 0	|	0.48250093933561666
0^ 3^ 0 3	|	-0.6637114013508135
0^ 3^ 1 2	|	0.1812104620151969
0^ 3^ 2 1	|	-0.1812104620151969
0^ 3^ 3 0	|	0.6637114013508135
1^ 0^ 0 1	|	0.6747559268144484
1^ 0^ 1 0	|	-0.6747559268144484
1^ 0^ 2 3	|	0.18121046201519694
1^ 0^ 3 2	|	-0.18121046201519694
1^ 2^ 0 3	|	0.1812104620151969
1^ 2^ 1 2	|	-0.6637114013508135
1^ 2^ 2 1	|	0.6637114013508135
1^ 2^ 3 0	|	-0.1812104620151969
1^ 3^ 1 3	|	-0.48250093933561666
1^ 3^ 3 1	|	0.48250093933561666
2^ 0^ 0 2	|	0.48250093933561683
2^ 0^ 2 0	|	-0.48250093933561683
2^ 1^ 0 3	|	-0.1812104620151968
2^ 1^ 1 2	|	0.6637114013508136
2^ 1^ 2 1	|	-0.6637114013508136
2^ 1^ 3 0	|	0.1812104620151968
2^ 3^ 0 1	|	-0.1812104620151967
2^ 3^ 1 0	|	0.1812104620151967
2^ 3^ 2 3	|	-0.6976515044904613
2^ 3^ 3 2	|	0.6976515044904613
3^ 0^ 0 3	|	0.6637114013508136
3^ 0^ 1 2	|	-0.1812104620151968
3^ 0^ 2 1	|	0.1812104620151968
3^ 0^ 3 0	|	-0.6637114013508136
3^ 1^ 1 3	|	0.48250093933561683
3^ 1^ 3 1	|	-0.48250093933561683
3^ 2^ 0 1	|	0.1812104620151967
3^ 2^ 1 0	|	-0.1812104620151967
3^ 2^ 2 3	|	0.6976515044904613
3^ 2^ 3 2	|	-0.6976515044904613
