state_label	2^1Delta
state_idx	28
ground_energy_hartree	-37.786138158087
excited_energy_hartree	-37.345692369222
energy_difference_hartree	0.440445788864
energy_difference_eV	11.98514048
reference_ground_energy_hartree	-37.820655585356
ground_state_error_hartree	0.034517427270
ground_state_error_eV	0.93926705
reference_excited_energy_hartree	-37.357994214056
excited_state_error_hartree	0.012301844833
excited_state_error_eV	0.33475025
